mapper_iteration_0: status - 9409 points do not have valid solution.
rootfinding_iteration_1: cancel - stationary point or singular jacobian (residual = 37.5589524378)
minresid_iteration_0: success - [ 6.25, 0.42] using coverages from [ 6.25, 0.42]
minresid_iteration_0: success - [ 6.25, 0.36] using coverages from [ 6.25, 0.36]
minresid_iteration_0: success - [ 6.25, 0.31] using coverages from [ 6.25, 0.31]
minresid_iteration_0: success - [ 6.25, 0.26] using coverages from [ 6.25, 0.26]
minresid_iteration_0: success - [ 6.25, 0.21] using coverages from [ 6.25, 0.21]
minresid_iteration_0: success - [ 6.25, 0.16] using coverages from [ 6.25, 0.16]
minresid_iteration_0: success - [ 6.25, 0.10] using coverages from [ 6.25, 0.10]
minresid_iteration_0: success - [ 6.25, 0.05] using coverages from [ 6.25, 0.05]
minresid_iteration_0: success - [ 6.25, 0.00] using coverages from [ 6.25, 0.00]
minresid_iteration_0: success - [ 6.25,-0.05] using coverages from [ 6.25,-0.05]
minresid_iteration_0: success - [ 6.25,-0.10] using coverages from [ 6.25,-0.10]
minresid_iteration_0: success - [ 6.25,-0.16] using coverages from [ 6.25,-0.16]
minresid_iteration_0: success - [ 6.25,-0.21] using coverages from [ 6.25,-0.21]
minresid_iteration_0: success - [ 6.25,-0.26] using coverages from [ 6.25,-0.26]
minresid_iteration_0: success - [ 6.25,-0.31] using coverages from [ 6.25,-0.31]
minresid_iteration_0: success - [ 6.25,-0.36] using coverages from [ 6.25,-0.36]
minresid_iteration_0: success - [ 6.25,-0.42] using coverages from [ 6.25,-0.42]
minresid_iteration_0: success - [ 6.25,-0.47] using coverages from [ 6.25,-0.47]
minresid_iteration_0: success - [ 6.25,-0.52] using coverages from [ 6.25,-0.52]
minresid_iteration_0: success - [ 6.25,-0.57] using coverages from [ 6.25,-0.57]
minresid_iteration_0: success - [ 6.25,-0.62] using coverages from [ 6.25,-0.62]
minresid_iteration_0: success - [ 6.25,-0.68] using coverages from [ 6.25,-0.68]
minresid_iteration_0: success - [ 6.25,-0.73] using coverages from [ 6.25,-0.73]
minresid_iteration_0: success - [ 6.25,-0.78] using coverages from [ 6.25,-0.78]
minresid_iteration_0: success - [ 6.25,-0.83] using coverages from [ 6.25,-0.83]
minresid_iteration_0: success - [ 6.25,-0.89] using coverages from [ 6.25,-0.89]
minresid_iteration_0: success - [ 6.25,-0.94] using coverages from [ 6.25,-0.94]
minresid_iteration_0: success - [ 6.25,-0.99] using coverages from [ 6.25,-0.99]
minresid_iteration_0: success - [ 6.25,-1.04] using coverages from [ 6.25,-1.04]
minresid_iteration_0: success - [ 6.25,-1.09] using coverages from [ 6.25,-1.09]
minresid_iteration_0: success - [ 6.25,-1.15] using coverages from [ 6.25,-1.15]
minresid_iteration_0: success - [ 6.25,-1.20] using coverages from [ 6.25,-1.20]
minresid_iteration_0: success - [ 6.25,-1.25] using coverages from [ 6.25,-1.25]
minresid_iteration_0: success - [ 6.25,-1.30] using coverages from [ 6.25,-1.30]
minresid_iteration_0: success - [ 6.25,-1.35] using coverages from [ 6.25,-1.35]
minresid_iteration_0: success - [ 6.25,-1.41] using coverages from [ 6.25,-1.41]
minresid_iteration_0: success - [ 6.25,-1.46] using coverages from [ 6.25,-1.46]
minresid_iteration_0: success - [ 6.25,-1.51] using coverages from [ 6.25,-1.51]
minresid_iteration_0: success - [ 6.25,-1.56] using coverages from [ 6.25,-1.56]
minresid_iteration_0: success - [ 6.25,-1.61] using coverages from [ 6.25,-1.61]
minresid_iteration_0: success - [ 6.25,-1.67] using coverages from [ 6.25,-1.67]
minresid_iteration_0: success - [ 6.25,-1.72] using coverages from [ 6.25,-1.72]
minresid_iteration_0: success - [ 6.25,-1.77] using coverages from [ 6.25,-1.77]
minresid_iteration_0: success - [ 6.25,-1.82] using coverages from [ 6.25,-1.82]
minresid_iteration_0: success - [ 6.25,-1.88] using coverages from [ 6.25,-1.88]
minresid_iteration_0: success - [ 6.25,-1.93] using coverages from [ 6.25,-1.93]
minresid_iteration_0: success - [ 6.25,-1.98] using coverages from [ 6.25,-1.98]
minresid_iteration_0: success - [ 6.25,-2.03] using coverages from [ 6.25,-2.03]
minresid_iteration_0: success - [ 6.25,-2.08] using coverages from [ 6.25,-2.08]
minresid_iteration_0: success - [ 6.25,-2.14] using coverages from [ 6.25,-2.14]
minresid_iteration_0: success - [ 6.25,-2.19] using coverages from [ 6.25,-2.19]
minresid_iteration_0: success - [ 6.25,-2.24] using coverages from [ 6.25,-2.24]
minresid_iteration_0: success - [ 6.25,-2.29] using coverages from [ 6.25,-2.29]
minresid_iteration_0: success - [ 6.25,-2.34] using coverages from [ 6.25,-2.34]
minresid_iteration_0: success - [ 6.25,-2.40] using coverages from [ 6.25,-2.40]
minresid_iteration_0: success - [ 6.25,-2.45] using coverages from [ 6.25,-2.45]
minresid_iteration_0: success - [ 6.25,-2.50] using coverages from [ 6.25,-2.50]
minresid_iteration_0: success - [ 6.19, 2.50] using coverages from [ 6.19, 2.50]
minresid_iteration_0: success - [ 6.19, 2.45] using coverages from [ 6.19, 2.45]
minresid_iteration_0: success - [ 6.19, 2.40] using coverages from [ 6.19, 2.40]
minresid_iteration_0: success - [ 6.19, 2.34] using coverages from [ 6.19, 2.34]
minresid_iteration_0: success - [ 6.19, 2.29] using coverages from [ 6.19, 2.29]
minresid_iteration_0: success - [ 6.19, 2.24] using coverages from [ 6.19, 2.24]
minresid_iteration_0: success - [ 6.19, 2.19] using coverages from [ 6.19, 2.19]
minresid_iteration_0: success - [ 6.19, 2.14] using coverages from [ 6.19, 2.14]
minresid_iteration_0: success - [ 6.19, 2.08] using coverages from [ 6.19, 2.08]
minresid_iteration_0: success - [ 6.19, 2.03] using coverages from [ 6.19, 2.03]
minresid_iteration_0: success - [ 6.19, 1.98] using coverages from [ 6.19, 1.98]
minresid_iteration_0: success - [ 6.19, 1.93] using coverages from [ 6.19, 1.93]
minresid_iteration_0: success - [ 6.19, 1.88] using coverages from [ 6.19, 1.88]
minresid_iteration_0: success - [ 6.19, 1.82] using coverages from [ 6.19, 1.82]
minresid_iteration_0: success - [ 6.19, 1.77] using coverages from [ 6.19, 1.77]
minresid_iteration_0: success - [ 6.19, 1.72] using coverages from [ 6.19, 1.72]
minresid_iteration_0: success - [ 6.19, 1.67] using coverages from [ 6.19, 1.67]
minresid_iteration_0: success - [ 6.19, 1.61] using coverages from [ 6.19, 1.61]
minresid_iteration_0: success - [ 6.19, 1.56] using coverages from [ 6.19, 1.56]
minresid_iteration_0: success - [ 6.19, 1.51] using coverages from [ 6.19, 1.51]
minresid_iteration_0: success - [ 6.19, 1.46] using coverages from [ 6.19, 1.46]
minresid_iteration_0: success - [ 6.19, 1.41] using coverages from [ 6.19, 1.41]
minresid_iteration_0: success - [ 6.19, 1.35] using coverages from [ 6.19, 1.35]
minresid_iteration_0: success - [ 6.19, 1.30] using coverages from [ 6.19, 1.30]
minresid_iteration_0: success - [ 6.19, 1.25] using coverages from [ 6.19, 1.25]
minresid_iteration_0: success - [ 6.19, 1.20] using coverages from [ 6.19, 1.20]
minresid_iteration_0: success - [ 6.19, 1.15] using coverages from [ 6.19, 1.15]
minresid_iteration_0: success - [ 6.19, 1.09] using coverages from [ 6.19, 1.09]
minresid_iteration_0: success - [ 6.19, 1.04] using coverages from [ 6.19, 1.04]
minresid_iteration_0: success - [ 6.19, 0.99] using coverages from [ 6.19, 0.99]
minresid_iteration_0: success - [ 6.19, 0.94] using coverages from [ 6.19, 0.94]
minresid_iteration_0: success - [ 6.19, 0.89] using coverages from [ 6.19, 0.89]
minresid_iteration_0: success - [ 6.19, 0.83] using coverages from [ 6.19, 0.83]
minresid_iteration_0: success - [ 6.19, 0.78] using coverages from [ 6.19, 0.78]
minresid_iteration_0: success - [ 6.19, 0.73] using coverages from [ 6.19, 0.73]
minresid_iteration_0: success - [ 6.19, 0.68] using coverages from [ 6.19, 0.68]
minresid_iteration_0: success - [ 6.19, 0.62] using coverages from [ 6.19, 0.62]
minresid_iteration_0: success - [ 6.19, 0.57] using coverages from [ 6.19, 0.57]
minresid_iteration_0: success - [ 6.19, 0.52] using coverages from [ 6.19, 0.52]
minresid_iteration_0: success - [ 6.19, 0.47] using coverages from [ 6.19, 0.47]
minresid_iteration_0: success - [ 6.19, 0.42] using coverages from [ 6.19, 0.42]
minresid_iteration_0: success - [ 6.19, 0.36] using coverages from [ 6.19, 0.36]
minresid_iteration_0: success - [ 6.19, 0.31] using coverages from [ 6.19, 0.31]
minresid_iteration_0: success - [ 6.19, 0.26] using coverages from [ 6.19, 0.26]
minresid_iteration_0: success - [ 6.19, 0.21] using coverages from [ 6.19, 0.21]
minresid_iteration_0: success - [ 6.19, 0.16] using coverages from [ 6.19, 0.16]
minresid_iteration_0: success - [ 6.19, 0.10] using coverages from [ 6.19, 0.10]
minresid_iteration_0: success - [ 6.19, 0.05] using coverages from [ 6.19, 0.05]
minresid_iteration_0: success - [ 6.19, 0.00] using coverages from [ 6.19, 0.00]
minresid_iteration_0: success - [ 6.19,-0.05] using coverages from [ 6.19,-0.05]
minresid_iteration_0: success - [ 6.19,-0.10] using coverages from [ 6.19,-0.10]
minresid_iteration_0: success - [ 6.19,-0.16] using coverages from [ 6.19,-0.16]
minresid_iteration_0: success - [ 6.19,-0.21] using coverages from [ 6.19,-0.21]
minresid_iteration_0: success - [ 6.19,-0.26] using coverages from [ 6.19,-0.26]
minresid_iteration_0: success - [ 6.19,-0.31] using coverages from [ 6.19,-0.31]
minresid_iteration_0: success - [ 6.19,-0.36] using coverages from [ 6.19,-0.36]
minresid_iteration_0: success - [ 6.19,-0.42] using coverages from [ 6.19,-0.42]
minresid_iteration_0: success - [ 6.19,-0.47] using coverages from [ 6.19,-0.47]
minresid_iteration_0: success - [ 6.19,-0.52] using coverages from [ 6.19,-0.52]
minresid_iteration_0: success - [ 6.19,-0.57] using coverages from [ 6.19,-0.57]
minresid_iteration_0: success - [ 6.19,-0.62] using coverages from [ 6.19,-0.62]
minresid_iteration_0: success - [ 6.19,-0.68] using coverages from [ 6.19,-0.68]
minresid_iteration_0: success - [ 6.19,-0.73] using coverages from [ 6.19,-0.73]
minresid_iteration_0: success - [ 6.19,-0.78] using coverages from [ 6.19,-0.78]
minresid_iteration_0: success - [ 6.19,-0.83] using coverages from [ 6.19,-0.83]
minresid_iteration_0: success - [ 6.19,-0.89] using coverages from [ 6.19,-0.89]
minresid_iteration_0: success - [ 6.19,-0.94] using coverages from [ 6.19,-0.94]
minresid_iteration_0: success - [ 6.19,-0.99] using coverages from [ 6.19,-0.99]
minresid_iteration_0: success - [ 6.19,-1.04] using coverages from [ 6.19,-1.04]
minresid_iteration_0: success - [ 6.19,-1.09] using coverages from [ 6.19,-1.09]
minresid_iteration_0: success - [ 6.19,-1.15] using coverages from [ 6.19,-1.15]
minresid_iteration_0: success - [ 6.19,-1.20] using coverages from [ 6.19,-1.20]
minresid_iteration_0: success - [ 6.19,-1.25] using coverages from [ 6.19,-1.25]
minresid_iteration_0: success - [ 6.19,-1.30] using coverages from [ 6.19,-1.30]
minresid_iteration_0: success - [ 6.19,-1.35] using coverages from [ 6.19,-1.35]
minresid_iteration_0: success - [ 6.19,-1.41] using coverages from [ 6.19,-1.41]
minresid_iteration_0: success - [ 6.19,-1.46] using coverages from [ 6.19,-1.46]
minresid_iteration_0: success - [ 6.19,-1.51] using coverages from [ 6.19,-1.51]
minresid_iteration_0: success - [ 6.19,-1.56] using coverages from [ 6.19,-1.56]
minresid_iteration_0: success - [ 6.19,-1.61] using coverages from [ 6.19,-1.61]
minresid_iteration_0: success - [ 6.19,-1.67] using coverages from [ 6.19,-1.67]
minresid_iteration_0: success - [ 6.19,-1.72] using coverages from [ 6.19,-1.72]
minresid_iteration_0: success - [ 6.19,-1.77] using coverages from [ 6.19,-1.77]
minresid_iteration_0: success - [ 6.19,-1.82] using coverages from [ 6.19,-1.82]
minresid_iteration_0: success - [ 6.19,-1.88] using coverages from [ 6.19,-1.88]
minresid_iteration_0: success - [ 6.19,-1.93] using coverages from [ 6.19,-1.93]
minresid_iteration_0: success - [ 6.19,-1.98] using coverages from [ 6.19,-1.98]
minresid_iteration_0: success - [ 6.19,-2.03] using coverages from [ 6.19,-2.03]
minresid_iteration_0: success - [ 6.19,-2.08] using coverages from [ 6.19,-2.08]
minresid_iteration_0: success - [ 6.19,-2.14] using coverages from [ 6.19,-2.14]
minresid_iteration_0: success - [ 6.19,-2.19] using coverages from [ 6.19,-2.19]
minresid_iteration_0: success - [ 6.19,-2.24] using coverages from [ 6.19,-2.24]
minresid_iteration_0: success - [ 6.19,-2.29] using coverages from [ 6.19,-2.29]
minresid_iteration_0: success - [ 6.19,-2.34] using coverages from [ 6.19,-2.34]
minresid_iteration_0: success - [ 6.19,-2.40] using coverages from [ 6.19,-2.40]
minresid_iteration_0: success - [ 6.19,-2.45] using coverages from [ 6.19,-2.45]
minresid_iteration_0: success - [ 6.19,-2.50] using coverages from [ 6.19,-2.50]
minresid_iteration_0: success - [ 6.13, 2.50] using coverages from [ 6.13, 2.50]
minresid_iteration_0: success - [ 6.13, 2.45] using coverages from [ 6.13, 2.45]
minresid_iteration_0: success - [ 6.13, 2.40] using coverages from [ 6.13, 2.40]
minresid_iteration_0: success - [ 6.13, 2.34] using coverages from [ 6.13, 2.34]
minresid_iteration_0: success - [ 6.13, 2.29] using coverages from [ 6.13, 2.29]
minresid_iteration_0: success - [ 6.13, 2.24] using coverages from [ 6.13, 2.24]
minresid_iteration_0: success - [ 6.13, 2.19] using coverages from [ 6.13, 2.19]
minresid_iteration_0: success - [ 6.13, 2.14] using coverages from [ 6.13, 2.14]
minresid_iteration_0: success - [ 6.13, 2.08] using coverages from [ 6.13, 2.08]
minresid_iteration_0: success - [ 6.13, 2.03] using coverages from [ 6.13, 2.03]
minresid_iteration_0: success - [ 6.13, 1.98] using coverages from [ 6.13, 1.98]
minresid_iteration_0: success - [ 6.13, 1.93] using coverages from [ 6.13, 1.93]
minresid_iteration_0: success - [ 6.13, 1.88] using coverages from [ 6.13, 1.88]
minresid_iteration_0: success - [ 6.13, 1.82] using coverages from [ 6.13, 1.82]
minresid_iteration_0: success - [ 6.13, 1.77] using coverages from [ 6.13, 1.77]
minresid_iteration_0: success - [ 6.13, 1.72] using coverages from [ 6.13, 1.72]
minresid_iteration_0: success - [ 6.13, 1.67] using coverages from [ 6.13, 1.67]
minresid_iteration_0: success - [ 6.13, 1.61] using coverages from [ 6.13, 1.61]
minresid_iteration_0: success - [ 6.13, 1.56] using coverages from [ 6.13, 1.56]
minresid_iteration_0: success - [ 6.13, 1.51] using coverages from [ 6.13, 1.51]
minresid_iteration_0: success - [ 6.13, 1.46] using coverages from [ 6.13, 1.46]
minresid_iteration_0: success - [ 6.13, 1.41] using coverages from [ 6.13, 1.41]
minresid_iteration_0: success - [ 6.13, 1.35] using coverages from [ 6.13, 1.35]
minresid_iteration_0: success - [ 6.13, 1.30] using coverages from [ 6.13, 1.30]
minresid_iteration_0: success - [ 6.13, 1.25] using coverages from [ 6.13, 1.25]
minresid_iteration_0: success - [ 6.13, 1.20] using coverages from [ 6.13, 1.20]
minresid_iteration_0: success - [ 6.13, 1.15] using coverages from [ 6.13, 1.15]
minresid_iteration_0: success - [ 6.13, 1.09] using coverages from [ 6.13, 1.09]
minresid_iteration_0: success - [ 6.13, 1.04] using coverages from [ 6.13, 1.04]
minresid_iteration_0: success - [ 6.13, 0.99] using coverages from [ 6.13, 0.99]
minresid_iteration_0: success - [ 6.13, 0.94] using coverages from [ 6.13, 0.94]
minresid_iteration_0: success - [ 6.13, 0.89] using coverages from [ 6.13, 0.89]
minresid_iteration_0: success - [ 6.13, 0.83] using coverages from [ 6.13, 0.83]
minresid_iteration_0: success - [ 6.13, 0.78] using coverages from [ 6.13, 0.78]
minresid_iteration_0: success - [ 6.13, 0.73] using coverages from [ 6.13, 0.73]
minresid_iteration_0: success - [ 6.13, 0.68] using coverages from [ 6.13, 0.68]
minresid_iteration_0: success - [ 6.13, 0.62] using coverages from [ 6.13, 0.62]
minresid_iteration_0: success - [ 6.13, 0.57] using coverages from [ 6.13, 0.57]
minresid_iteration_0: success - [ 6.13, 0.52] using coverages from [ 6.13, 0.52]
minresid_iteration_0: success - [ 6.13, 0.47] using coverages from [ 6.13, 0.47]
minresid_iteration_0: success - [ 6.13, 0.42] using coverages from [ 6.13, 0.42]
minresid_iteration_0: success - [ 6.13, 0.36] using coverages from [ 6.13, 0.36]
minresid_iteration_0: success - [ 6.13, 0.31] using coverages from [ 6.13, 0.31]
minresid_iteration_0: success - [ 6.13, 0.26] using coverages from [ 6.13, 0.26]
minresid_iteration_0: success - [ 6.13, 0.21] using coverages from [ 6.13, 0.21]
minresid_iteration_0: success - [ 6.13, 0.16] using coverages from [ 6.13, 0.16]
minresid_iteration_0: success - [ 6.13, 0.10] using coverages from [ 6.13, 0.10]
minresid_iteration_0: success - [ 6.13, 0.05] using coverages from [ 6.13, 0.05]
minresid_iteration_0: success - [ 6.13, 0.00] using coverages from [ 6.13, 0.00]
minresid_iteration_0: success - [ 6.13,-0.05] using coverages from [ 6.13,-0.05]
minresid_iteration_0: success - [ 6.13,-0.10] using coverages from [ 6.13,-0.10]
minresid_iteration_0: success - [ 6.13,-0.16] using coverages from [ 6.13,-0.16]
minresid_iteration_0: success - [ 6.13,-0.21] using coverages from [ 6.13,-0.21]
minresid_iteration_0: success - [ 6.13,-0.26] using coverages from [ 6.13,-0.26]
minresid_iteration_0: success - [ 6.13,-0.31] using coverages from [ 6.13,-0.31]
minresid_iteration_0: success - [ 6.13,-0.36] using coverages from [ 6.13,-0.36]
minresid_iteration_0: success - [ 6.13,-0.42] using coverages from [ 6.13,-0.42]
minresid_iteration_0: success - [ 6.13,-0.47] using coverages from [ 6.13,-0.47]
minresid_iteration_0: success - [ 6.13,-0.52] using coverages from [ 6.13,-0.52]
minresid_iteration_0: success - [ 6.13,-0.57] using coverages from [ 6.13,-0.57]
minresid_iteration_0: success - [ 6.13,-0.62] using coverages from [ 6.13,-0.62]
minresid_iteration_0: success - [ 6.13,-0.68] using coverages from [ 6.13,-0.68]
minresid_iteration_0: success - [ 6.13,-0.73] using coverages from [ 6.13,-0.73]
minresid_iteration_0: success - [ 6.13,-0.78] using coverages from [ 6.13,-0.78]
minresid_iteration_0: success - [ 6.13,-0.83] using coverages from [ 6.13,-0.83]
minresid_iteration_0: success - [ 6.13,-0.89] using coverages from [ 6.13,-0.89]
minresid_iteration_0: success - [ 6.13,-0.94] using coverages from [ 6.13,-0.94]
minresid_iteration_0: success - [ 6.13,-0.99] using coverages from [ 6.13,-0.99]
minresid_iteration_0: success - [ 6.13,-1.04] using coverages from [ 6.13,-1.04]
minresid_iteration_0: success - [ 6.13,-1.09] using coverages from [ 6.13,-1.09]
minresid_iteration_0: success - [ 6.13,-1.15] using coverages from [ 6.13,-1.15]
minresid_iteration_0: success - [ 6.13,-1.20] using coverages from [ 6.13,-1.20]
minresid_iteration_0: success - [ 6.13,-1.25] using coverages from [ 6.13,-1.25]
minresid_iteration_0: success - [ 6.13,-1.30] using coverages from [ 6.13,-1.30]
minresid_iteration_0: success - [ 6.13,-1.35] using coverages from [ 6.13,-1.35]
minresid_iteration_0: success - [ 6.13,-1.41] using coverages from [ 6.13,-1.41]
minresid_iteration_0: success - [ 6.13,-1.46] using coverages from [ 6.13,-1.46]
minresid_iteration_0: success - [ 6.13,-1.51] using coverages from [ 6.13,-1.51]
minresid_iteration_0: success - [ 6.13,-1.56] using coverages from [ 6.13,-1.56]
minresid_iteration_0: success - [ 6.13,-1.61] using coverages from [ 6.13,-1.61]
minresid_iteration_0: success - [ 6.13,-1.67] using coverages from [ 6.13,-1.67]
minresid_iteration_0: success - [ 6.13,-1.72] using coverages from [ 6.13,-1.72]
minresid_iteration_0: success - [ 6.13,-1.77] using coverages from [ 6.13,-1.77]
minresid_iteration_0: success - [ 6.13,-1.82] using coverages from [ 6.13,-1.82]
minresid_iteration_0: success - [ 6.13,-1.88] using coverages from [ 6.13,-1.88]
minresid_iteration_0: success - [ 6.13,-1.93] using coverages from [ 6.13,-1.93]
minresid_iteration_0: success - [ 6.13,-1.98] using coverages from [ 6.13,-1.98]
minresid_iteration_0: success - [ 6.13,-2.03] using coverages from [ 6.13,-2.03]
minresid_iteration_0: success - [ 6.13,-2.08] using coverages from [ 6.13,-2.08]
minresid_iteration_0: success - [ 6.13,-2.14] using coverages from [ 6.13,-2.14]
minresid_iteration_0: success - [ 6.13,-2.19] using coverages from [ 6.13,-2.19]
minresid_iteration_0: success - [ 6.13,-2.24] using coverages from [ 6.13,-2.24]
minresid_iteration_0: success - [ 6.13,-2.29] using coverages from [ 6.13,-2.29]
minresid_iteration_0: success - [ 6.13,-2.34] using coverages from [ 6.13,-2.34]
minresid_iteration_0: success - [ 6.13,-2.40] using coverages from [ 6.13,-2.40]
minresid_iteration_0: success - [ 6.13,-2.45] using coverages from [ 6.13,-2.45]
minresid_iteration_0: success - [ 6.13,-2.50] using coverages from [ 6.13,-2.50]
minresid_iteration_0: success - [ 6.07, 2.50] using coverages from [ 6.07, 2.50]
minresid_iteration_0: success - [ 6.07, 2.45] using coverages from [ 6.07, 2.45]
minresid_iteration_0: success - [ 6.07, 2.40] using coverages from [ 6.07, 2.40]
minresid_iteration_0: success - [ 6.07, 2.34] using coverages from [ 6.07, 2.34]
minresid_iteration_0: success - [ 6.07, 2.29] using coverages from [ 6.07, 2.29]
minresid_iteration_0: success - [ 6.07, 2.24] using coverages from [ 6.07, 2.24]
minresid_iteration_0: success - [ 6.07, 2.19] using coverages from [ 6.07, 2.19]
minresid_iteration_0: success - [ 6.07, 2.14] using coverages from [ 6.07, 2.14]
minresid_iteration_0: success - [ 6.07, 2.08] using coverages from [ 6.07, 2.08]
minresid_iteration_0: success - [ 6.07, 2.03] using coverages from [ 6.07, 2.03]
minresid_iteration_0: success - [ 6.07, 1.98] using coverages from [ 6.07, 1.98]
minresid_iteration_0: success - [ 6.07, 1.93] using coverages from [ 6.07, 1.93]
minresid_iteration_0: success - [ 6.07, 1.88] using coverages from [ 6.07, 1.88]
minresid_iteration_0: success - [ 6.07, 1.82] using coverages from [ 6.07, 1.82]
minresid_iteration_0: success - [ 6.07, 1.77] using coverages from [ 6.07, 1.77]
minresid_iteration_0: success - [ 6.07, 1.72] using coverages from [ 6.07, 1.72]
minresid_iteration_0: success - [ 6.07, 1.67] using coverages from [ 6.07, 1.67]
minresid_iteration_0: success - [ 6.07, 1.61] using coverages from [ 6.07, 1.61]
minresid_iteration_0: success - [ 6.07, 1.56] using coverages from [ 6.07, 1.56]
minresid_iteration_0: success - [ 6.07, 1.51] using coverages from [ 6.07, 1.51]
minresid_iteration_0: success - [ 6.07, 1.46] using coverages from [ 6.07, 1.46]
minresid_iteration_0: success - [ 6.07, 1.41] using coverages from [ 6.07, 1.41]
minresid_iteration_0: success - [ 6.07, 1.35] using coverages from [ 6.07, 1.35]
minresid_iteration_0: success - [ 6.07, 1.30] using coverages from [ 6.07, 1.30]
minresid_iteration_0: success - [ 6.07, 1.25] using coverages from [ 6.07, 1.25]
minresid_iteration_0: success - [ 6.07, 1.20] using coverages from [ 6.07, 1.20]
minresid_iteration_0: success - [ 6.07, 1.15] using coverages from [ 6.07, 1.15]
minresid_iteration_0: success - [ 6.07, 1.09] using coverages from [ 6.07, 1.09]
minresid_iteration_0: success - [ 6.07, 1.04] using coverages from [ 6.07, 1.04]
minresid_iteration_0: success - [ 6.07, 0.99] using coverages from [ 6.07, 0.99]
minresid_iteration_0: success - [ 6.07, 0.94] using coverages from [ 6.07, 0.94]
minresid_iteration_0: success - [ 6.07, 0.89] using coverages from [ 6.07, 0.89]
minresid_iteration_0: success - [ 6.07, 0.83] using coverages from [ 6.07, 0.83]
minresid_iteration_0: success - [ 6.07, 0.78] using coverages from [ 6.07, 0.78]
minresid_iteration_0: success - [ 6.07, 0.73] using coverages from [ 6.07, 0.73]
minresid_iteration_0: success - [ 6.07, 0.68] using coverages from [ 6.07, 0.68]
minresid_iteration_0: success - [ 6.07, 0.62] using coverages from [ 6.07, 0.62]
